열1,열2,열3,열4,열5,열6,열7
698,TestTotalAgent_MissReward(Clone),1,4,7,1,0
699,TestControllerAgent_MissReward(Clone),1,4,10,2,0
699,TestTotalAgent_MissReward(Clone),0,2,11,4,1
700,TestControllerAgent_MissReward(Clone),1,4,9,0,0
700,TestTotalAgent_MissReward(Clone),0,0,23,4,1
701,TestControllerAgent_MissReward(Clone),1,4,10,2,0
701,TestTotalAgent_MissReward(Clone),0,2,28,4,1
702,TestControllerAgent_MissReward(Clone),1,4,48,1,0
702,TestTotalAgent_MissReward(Clone),0,1,63,4,1
703,TestControllerAgent_MissReward(Clone),1,4,4,0,0
703,TestTotalAgent_MissReward(Clone),0,0,8,4,1
704,TestControllerAgent_MissReward(Clone),1,4,17,2,0
704,TestTotalAgent_MissReward(Clone),0,2,26,4,1
705,TestControllerAgent_MissReward(Clone),1,4,6,1,0
705,TestTotalAgent_MissReward(Clone),0,1,8,4,1
706,TestControllerAgent_MissReward(Clone),0,2,28,4,1
706,TestTotalAgent_MissReward(Clone),1,4,34,2,0
707,TestControllerAgent_MissReward(Clone),1,4,14,2,0
707,TestTotalAgent_MissReward(Clone),0,2,25,4,1
708,TestControllerAgent_MissReward(Clone),1,4,38,1,0
708,TestTotalAgent_MissReward(Clone),0,1,61,4,1
709,TestControllerAgent_MissReward(Clone),1,4,6,1,0
709,TestTotalAgent_MissReward(Clone),0,1,8,4,1
710,TestControllerAgent_MissReward(Clone),0,3,35,4,1
710,TestTotalAgent_MissReward(Clone),1,4,58,3,0
711,TestControllerAgent_MissReward(Clone),1,4,5,2,0
711,TestTotalAgent_MissReward(Clone),0,2,6,4,1
712,TestControllerAgent_MissReward(Clone),0,1,7,4,1
712,TestTotalAgent_MissReward(Clone),1,4,11,1,0
713,TestControllerAgent_MissReward(Clone),1,4,17,0,0
713,TestTotalAgent_MissReward(Clone),0,0,19,4,1
714,TestControllerAgent_MissReward(Clone),0,1,4,4,1
714,TestTotalAgent_MissReward(Clone),1,4,9,1,0
715,TestControllerAgent_MissReward(Clone),0,0,7,4,1
715,TestTotalAgent_MissReward(Clone),1,4,20,0,0
716,TestControllerAgent_MissReward(Clone),1,4,12,0,0
716,TestTotalAgent_MissReward(Clone),0,0,14,4,1
717,TestControllerAgent_MissReward(Clone),1,4,3,3,0
717,TestTotalAgent_MissReward(Clone),0,3,4,4,1
718,TestControllerAgent_MissReward(Clone),0,1,7,4,1
718,TestTotalAgent_MissReward(Clone),1,4,16,1,0
719,TestControllerAgent_MissReward(Clone),1,4,6,1,0
719,TestTotalAgent_MissReward(Clone),0,1,7,4,1
720,TestControllerAgent_MissReward(Clone),0,1,23,4,1
720,TestTotalAgent_MissReward(Clone),1,4,21,1,0
721,TestControllerAgent_MissReward(Clone),1,4,76,2,0
721,TestTotalAgent_MissReward(Clone),0,2,92,4,1
722,TestControllerAgent_MissReward(Clone),1,4,61,2,0
722,TestTotalAgent_MissReward(Clone),0,2,75,4,1
723,TestControllerAgent_MissReward(Clone),0,1,10,4,1
723,TestTotalAgent_MissReward(Clone),1,4,7,1,0
724,TestControllerAgent_MissReward(Clone),1,4,5,2,0
724,TestTotalAgent_MissReward(Clone),0,2,6,4,1
725,TestControllerAgent_MissReward(Clone),1,4,43,2,0
725,TestTotalAgent_MissReward(Clone),0,2,48,4,1
726,TestControllerAgent_MissReward(Clone),0,3,8,4,1
726,TestTotalAgent_MissReward(Clone),1,4,7,3,0
727,TestControllerAgent_MissReward(Clone),0,0,12,4,1
727,TestTotalAgent_MissReward(Clone),1,4,8,0,0
728,TestControllerAgent_MissReward(Clone),0,2,69,4,1
728,TestTotalAgent_MissReward(Clone),1,4,74,2,0
729,TestControllerAgent_MissReward(Clone),1,4,6,3,0
729,TestTotalAgent_MissReward(Clone),0,3,8,4,1
730,TestControllerAgent_MissReward(Clone),0,1,33,4,1
730,TestTotalAgent_MissReward(Clone),1,4,31,1,0
731,TestControllerAgent_MissReward(Clone),1,4,30,0,0
731,TestTotalAgent_MissReward(Clone),0,0,44,4,1
732,TestControllerAgent_MissReward(Clone),1,4,47,0,0
732,TestTotalAgent_MissReward(Clone),0,0,76,4,1
733,TestControllerAgent_MissReward(Clone),1,4,13,2,0
733,TestTotalAgent_MissReward(Clone),0,2,15,4,1
734,TestControllerAgent_MissReward(Clone),1,4,21,0,0
734,TestTotalAgent_MissReward(Clone),0,0,24,4,1
735,TestControllerAgent_MissReward(Clone),1,4,7,3,0
735,TestTotalAgent_MissReward(Clone),0,3,17,4,1
736,TestControllerAgent_MissReward(Clone),1,4,11,3,0
736,TestTotalAgent_MissReward(Clone),0,3,15,4,1
737,TestControllerAgent_MissReward(Clone),0,3,69,4,1
737,TestTotalAgent_MissReward(Clone),1,4,81,3,0
738,TestControllerAgent_MissReward(Clone),0,2,13,4,1
738,TestTotalAgent_MissReward(Clone),1,4,10,2,0
739,TestControllerAgent_MissReward(Clone),0,1,11,4,1
739,TestTotalAgent_MissReward(Clone),1,4,8,1,0
740,TestControllerAgent_MissReward(Clone),1,4,12,1,0
740,TestTotalAgent_MissReward(Clone),0,1,14,4,1
741,TestControllerAgent_MissReward(Clone),1,4,8,0,0
741,TestTotalAgent_MissReward(Clone),0,0,12,4,1
742,TestControllerAgent_MissReward(Clone),0,3,23,4,1
742,TestTotalAgent_MissReward(Clone),1,4,24,3,0
743,TestControllerAgent_MissReward(Clone),1,4,17,3,0
743,TestTotalAgent_MissReward(Clone),0,3,21,4,1
744,TestControllerAgent_MissReward(Clone),1,4,32,1,0
744,TestTotalAgent_MissReward(Clone),0,1,36,4,1
745,TestControllerAgent_MissReward(Clone),1,4,1,1,0
745,TestTotalAgent_MissReward(Clone),0,1,4,4,1
746,TestControllerAgent_MissReward(Clone),0,2,6,4,1
746,TestTotalAgent_MissReward(Clone),1,4,20,2,0
747,TestControllerAgent_MissReward(Clone),1,4,77,2,0
747,TestTotalAgent_MissReward(Clone),0,2,79,4,1
748,TestControllerAgent_MissReward(Clone),1,4,7,3,0
748,TestTotalAgent_MissReward(Clone),0,3,8,4,1
749,TestControllerAgent_MissReward(Clone),1,4,12,1,0
749,TestTotalAgent_MissReward(Clone),0,1,15,4,1
750,TestControllerAgent_MissReward(Clone),0,1,3,4,1
750,TestTotalAgent_MissReward(Clone),1,4,13,1,0
751,TestControllerAgent_MissReward(Clone),0,0,19,4,1
751,TestTotalAgent_MissReward(Clone),1,4,62,0,0
752,TestControllerAgent_MissReward(Clone),1,4,9,1,0
752,TestTotalAgent_MissReward(Clone),0,1,10,4,1
753,TestControllerAgent_MissReward(Clone),1,4,2,1,0
753,TestTotalAgent_MissReward(Clone),0,1,5,4,1
754,TestControllerAgent_MissReward(Clone),1,4,13,0,0
754,TestTotalAgent_MissReward(Clone),0,0,16,4,1
755,TestControllerAgent_MissReward(Clone),1,4,5,1,0
755,TestTotalAgent_MissReward(Clone),0,1,9,4,1
756,TestControllerAgent_MissReward(Clone),1,4,4,1,0
756,TestTotalAgent_MissReward(Clone),0,1,6,4,1
757,TestControllerAgent_MissReward(Clone),0,3,69,4,1
757,TestTotalAgent_MissReward(Clone),1,4,77,3,0
758,TestControllerAgent_MissReward(Clone),1,4,8,2,0
758,TestTotalAgent_MissReward(Clone),0,2,8,4,1
759,TestControllerAgent_MissReward(Clone),0,1,21,4,1
759,TestTotalAgent_MissReward(Clone),1,4,23,1,0
760,TestControllerAgent_MissReward(Clone),1,4,13,2,0
760,TestTotalAgent_MissReward(Clone),0,2,13,4,1
761,TestControllerAgent_MissReward(Clone),1,4,7,0,0
761,TestTotalAgent_MissReward(Clone),0,0,11,4,1
762,TestControllerAgent_MissReward(Clone),1,4,13,1,0
762,TestTotalAgent_MissReward(Clone),0,1,16,4,1
763,TestControllerAgent_MissReward(Clone),0,1,4,4,1
763,TestTotalAgent_MissReward(Clone),1,4,6,1,0
764,TestControllerAgent_MissReward(Clone),1,4,11,0,0
764,TestTotalAgent_MissReward(Clone),0,0,13,4,1
765,TestControllerAgent_MissReward(Clone),0,1,8,4,1
765,TestTotalAgent_MissReward(Clone),1,4,17,1,0
766,TestControllerAgent_MissReward(Clone),1,4,10,0,0
766,TestTotalAgent_MissReward(Clone),0,0,13,4,1
767,TestControllerAgent_MissReward(Clone),0,3,20,4,1
767,TestTotalAgent_MissReward(Clone),1,4,40,3,0
768,TestControllerAgent_MissReward(Clone),1,4,10,0,0
768,TestTotalAgent_MissReward(Clone),0,0,12,4,1
769,TestControllerAgent_MissReward(Clone),1,4,5,0,0
769,TestTotalAgent_MissReward(Clone),0,0,8,4,1
770,TestControllerAgent_MissReward(Clone),0,0,22,4,1
770,TestTotalAgent_MissReward(Clone),1,4,25,0,0
771,TestControllerAgent_MissReward(Clone),1,4,3,2,0
771,TestTotalAgent_MissReward(Clone),0,2,4,4,1
772,TestControllerAgent_MissReward(Clone),1,4,4,1,0
772,TestTotalAgent_MissReward(Clone),0,1,7,4,1
773,TestControllerAgent_MissReward(Clone),1,4,7,1,0
773,TestTotalAgent_MissReward(Clone),0,1,9,4,1
774,TestControllerAgent_MissReward(Clone),1,4,15,2,0
774,TestTotalAgent_MissReward(Clone),0,2,23,4,1
775,TestControllerAgent_MissReward(Clone),1,4,6,1,0
775,TestTotalAgent_MissReward(Clone),0,1,9,4,1
776,TestControllerAgent_MissReward(Clone),1,4,13,1,0
776,TestTotalAgent_MissReward(Clone),0,1,23,4,1
777,TestControllerAgent_MissReward(Clone),1,4,11,3,0
777,TestTotalAgent_MissReward(Clone),0,3,11,4,1
778,TestControllerAgent_MissReward(Clone),1,4,45,0,0
778,TestTotalAgent_MissReward(Clone),0,0,85,4,1
779,TestControllerAgent_MissReward(Clone),1,4,13,1,0
779,TestTotalAgent_MissReward(Clone),0,1,17,4,1
780,TestControllerAgent_MissReward(Clone),0,2,13,4,1
780,TestTotalAgent_MissReward(Clone),1,4,22,2,0
781,TestControllerAgent_MissReward(Clone),1,4,18,1,0
781,TestTotalAgent_MissReward(Clone),0,1,20,4,1
782,TestControllerAgent_MissReward(Clone),0,2,11,4,1
782,TestTotalAgent_MissReward(Clone),1,4,36,2,0
783,TestControllerAgent_MissReward(Clone),1,4,3,2,0
783,TestTotalAgent_MissReward(Clone),0,2,4,4,1
784,TestControllerAgent_MissReward(Clone),1,4,5,1,0
784,TestTotalAgent_MissReward(Clone),0,1,7,4,1
785,TestControllerAgent_MissReward(Clone),1,4,15,1,0
785,TestTotalAgent_MissReward(Clone),0,1,18,4,1
786,TestControllerAgent_MissReward(Clone),0,2,10,4,1
786,TestTotalAgent_MissReward(Clone),1,4,9,2,0
787,TestControllerAgent_MissReward(Clone),1,4,42,1,0
787,TestTotalAgent_MissReward(Clone),0,1,62,4,1
788,TestControllerAgent_MissReward(Clone),0,1,16,4,1
788,TestTotalAgent_MissReward(Clone),1,4,14,1,0
789,TestControllerAgent_MissReward(Clone),1,4,6,1,0
789,TestTotalAgent_MissReward(Clone),0,1,8,4,1
790,TestControllerAgent_MissReward(Clone),0,2,5,4,1
790,TestTotalAgent_MissReward(Clone),1,4,3,2,0
791,TestControllerAgent_MissReward(Clone),0,3,11,4,1
791,TestTotalAgent_MissReward(Clone),1,4,17,3,0
792,TestControllerAgent_MissReward(Clone),1,4,5,3,0
792,TestTotalAgent_MissReward(Clone),0,3,6,4,1
793,TestControllerAgent_MissReward(Clone),1,4,8,1,0
793,TestTotalAgent_MissReward(Clone),0,1,21,4,1
794,TestControllerAgent_MissReward(Clone),1,4,48,3,0
794,TestTotalAgent_MissReward(Clone),0,3,50,4,1
795,TestControllerAgent_MissReward(Clone),1,4,8,0,0
795,TestTotalAgent_MissReward(Clone),0,0,14,4,1
796,TestControllerAgent_MissReward(Clone),1,4,22,3,0
796,TestTotalAgent_MissReward(Clone),0,3,22,4,1
797,TestControllerAgent_MissReward(Clone),1,4,6,0,0
797,TestTotalAgent_MissReward(Clone),0,0,10,4,1
798,TestControllerAgent_MissReward(Clone),1,4,3,0,0
798,TestTotalAgent_MissReward(Clone),0,0,8,4,1
799,TestControllerAgent_MissReward(Clone),1,4,5,3,0
799,TestTotalAgent_MissReward(Clone),0,3,5,4,1
800,TestControllerAgent_MissReward(Clone),0,0,10,4,1
800,TestTotalAgent_MissReward(Clone),1,4,7,0,0
801,TestControllerAgent_MissReward(Clone),1,4,4,1,0
801,TestTotalAgent_MissReward(Clone),0,1,6,4,1
802,TestControllerAgent_MissReward(Clone),1,4,61,2,0
802,TestTotalAgent_MissReward(Clone),0,2,67,4,1
803,TestControllerAgent_MissReward(Clone),0,3,9,4,1
803,TestTotalAgent_MissReward(Clone),1,4,14,3,0
804,TestControllerAgent_MissReward(Clone),1,4,18,0,0
804,TestTotalAgent_MissReward(Clone),0,0,19,4,1
805,TestControllerAgent_MissReward(Clone),0,3,19,4,1
805,TestTotalAgent_MissReward(Clone),1,4,23,3,0
806,TestControllerAgent_MissReward(Clone),0,3,51,4,1
806,TestTotalAgent_MissReward(Clone),1,4,60,3,0
807,TestControllerAgent_MissReward(Clone),1,4,5,3,0
807,TestTotalAgent_MissReward(Clone),0,3,10,4,1
808,TestControllerAgent_MissReward(Clone),1,4,4,1,0
808,TestTotalAgent_MissReward(Clone),0,1,7,4,1
809,TestControllerAgent_MissReward(Clone),1,4,66,2,0
809,TestTotalAgent_MissReward(Clone),0,2,72,4,1
810,TestControllerAgent_MissReward(Clone),1,4,7,2,0
810,TestTotalAgent_MissReward(Clone),0,2,21,4,1
811,TestControllerAgent_MissReward(Clone),0,1,2,4,1
811,TestTotalAgent_MissReward(Clone),1,4,13,1,0
812,TestControllerAgent_MissReward(Clone),0,1,6,4,1
812,TestTotalAgent_MissReward(Clone),1,4,3,1,0
813,TestControllerAgent_MissReward(Clone),1,4,12,0,0
813,TestTotalAgent_MissReward(Clone),0,0,15,4,1
814,TestControllerAgent_MissReward(Clone),0,3,81,4,1
814,TestTotalAgent_MissReward(Clone),1,4,88,3,0
815,TestControllerAgent_MissReward(Clone),1,4,5,1,0
815,TestTotalAgent_MissReward(Clone),0,1,7,4,1
816,TestControllerAgent_MissReward(Clone),1,4,86,2,0
816,TestTotalAgent_MissReward(Clone),0,2,103,4,1
817,TestControllerAgent_MissReward(Clone),0,0,9,4,1
817,TestTotalAgent_MissReward(Clone),1,4,6,0,0
818,TestControllerAgent_MissReward(Clone),1,4,41,2,0
818,TestTotalAgent_MissReward(Clone),0,2,52,4,1
819,TestControllerAgent_MissReward(Clone),1,4,5,1,0
819,TestTotalAgent_MissReward(Clone),0,1,7,4,1
820,TestControllerAgent_MissReward(Clone),1,4,51,3,0
820,TestTotalAgent_MissReward(Clone),0,3,56,4,1
821,TestControllerAgent_MissReward(Clone),1,4,6,1,0
821,TestTotalAgent_MissReward(Clone),0,1,8,4,1
822,TestControllerAgent_MissReward(Clone),1,4,13,1,0
822,TestTotalAgent_MissReward(Clone),0,1,23,4,1
823,TestControllerAgent_MissReward(Clone),0,2,74,4,1
823,TestTotalAgent_MissReward(Clone),1,4,91,2,0
824,TestControllerAgent_MissReward(Clone),1,4,19,2,0
824,TestTotalAgent_MissReward(Clone),0,2,23,4,1
825,TestControllerAgent_MissReward(Clone),0,0,12,4,1
825,TestTotalAgent_MissReward(Clone),1,4,8,0,0
826,TestControllerAgent_MissReward(Clone),0,1,1,4,1
826,TestTotalAgent_MissReward(Clone),1,4,10,1,0
827,TestControllerAgent_MissReward(Clone),1,4,23,2,0
827,TestTotalAgent_MissReward(Clone),0,2,23,4,1
828,TestControllerAgent_MissReward(Clone),1,4,11,2,0
828,TestTotalAgent_MissReward(Clone),0,2,12,4,1
829,TestControllerAgent_MissReward(Clone),0,2,6,4,1
829,TestTotalAgent_MissReward(Clone),1,4,5,2,0
830,TestControllerAgent_MissReward(Clone),1,4,5,1,0
830,TestTotalAgent_MissReward(Clone),0,1,7,4,1
831,TestControllerAgent_MissReward(Clone),1,4,33,0,0
831,TestTotalAgent_MissReward(Clone),0,0,74,4,1
832,TestControllerAgent_MissReward(Clone),1,4,10,1,0
832,TestTotalAgent_MissReward(Clone),0,1,15,4,1
833,TestControllerAgent_MissReward(Clone),1,4,16,0,0
833,TestTotalAgent_MissReward(Clone),0,0,19,4,1
834,TestControllerAgent_MissReward(Clone),0,3,7,4,1
834,TestTotalAgent_MissReward(Clone),1,4,6,3,0
835,TestControllerAgent_MissReward(Clone),1,4,9,0,0
835,TestTotalAgent_MissReward(Clone),0,0,12,4,1
836,TestControllerAgent_MissReward(Clone),1,4,18,1,0
836,TestTotalAgent_MissReward(Clone),0,1,20,4,1
837,TestControllerAgent_MissReward(Clone),1,4,15,2,0
837,TestTotalAgent_MissReward(Clone),0,2,17,4,1
838,TestControllerAgent_MissReward(Clone),1,4,25,0,0
838,TestTotalAgent_MissReward(Clone),0,0,45,4,1
839,TestControllerAgent_MissReward(Clone),1,4,6,0,0
839,TestTotalAgent_MissReward(Clone),0,0,10,4,1
840,TestControllerAgent_MissReward(Clone),1,4,4,3,0
840,TestTotalAgent_MissReward(Clone),0,3,4,4,1
841,TestControllerAgent_MissReward(Clone),1,4,48,1,0
841,TestTotalAgent_MissReward(Clone),0,1,51,4,1
842,TestControllerAgent_MissReward(Clone),1,4,4,0,0
842,TestTotalAgent_MissReward(Clone),0,0,8,4,1
843,TestControllerAgent_MissReward(Clone),1,4,9,1,0
843,TestTotalAgent_MissReward(Clone),0,1,16,4,1
844,TestControllerAgent_MissReward(Clone),0,0,2,4,1
844,TestTotalAgent_MissReward(Clone),1,4,9,0,0
845,TestControllerAgent_MissReward(Clone),1,4,32,1,0
845,TestTotalAgent_MissReward(Clone),0,1,44,4,1
846,TestControllerAgent_MissReward(Clone),1,4,17,1,0
846,TestTotalAgent_MissReward(Clone),0,1,32,4,1
847,TestControllerAgent_MissReward(Clone),1,4,4,2,0
847,TestTotalAgent_MissReward(Clone),0,2,5,4,1
848,TestControllerAgent_MissReward(Clone),0,2,12,4,1
848,TestTotalAgent_MissReward(Clone),1,4,20,2,0
849,TestControllerAgent_MissReward(Clone),1,4,16,2,0
849,TestTotalAgent_MissReward(Clone),0,2,16,4,1
850,TestControllerAgent_MissReward(Clone),1,4,10,0,0
850,TestTotalAgent_MissReward(Clone),0,0,15,4,1
851,TestControllerAgent_MissReward(Clone),0,1,67,4,1
851,TestTotalAgent_MissReward(Clone),1,4,77,1,0
852,TestControllerAgent_MissReward(Clone),1,4,4,1,0
852,TestTotalAgent_MissReward(Clone),0,1,6,4,1
853,TestControllerAgent_MissReward(Clone),1,4,3,1,0
853,TestTotalAgent_MissReward(Clone),0,1,6,4,1
854,TestControllerAgent_MissReward(Clone),1,4,7,1,0
854,TestTotalAgent_MissReward(Clone),0,1,10,4,1
855,TestControllerAgent_MissReward(Clone),0,1,7,4,1
855,TestTotalAgent_MissReward(Clone),1,4,5,1,0
856,TestControllerAgent_MissReward(Clone),1,4,7,0,0
856,TestTotalAgent_MissReward(Clone),0,0,10,4,1
857,TestControllerAgent_MissReward(Clone),1,4,5,2,0
857,TestTotalAgent_MissReward(Clone),0,2,12,4,1
858,TestControllerAgent_MissReward(Clone),1,4,4,0,0
858,TestTotalAgent_MissReward(Clone),0,0,8,4,1
859,TestControllerAgent_MissReward(Clone),1,4,7,3,0
859,TestTotalAgent_MissReward(Clone),0,3,7,4,1
860,TestControllerAgent_MissReward(Clone),0,1,2,4,1
860,TestTotalAgent_MissReward(Clone),1,4,8,1,0
861,TestControllerAgent_MissReward(Clone),1,4,49,2,0
861,TestTotalAgent_MissReward(Clone),0,2,51,4,1
862,TestControllerAgent_MissReward(Clone),1,4,6,1,0
862,TestTotalAgent_MissReward(Clone),0,1,9,4,1
863,TestControllerAgent_MissReward(Clone),0,0,13,4,1
863,TestTotalAgent_MissReward(Clone),1,4,10,0,0
864,TestControllerAgent_MissReward(Clone),1,4,12,1,0
864,TestTotalAgent_MissReward(Clone),0,1,13,4,1
865,TestControllerAgent_MissReward(Clone),1,4,12,0,0
865,TestTotalAgent_MissReward(Clone),0,0,16,4,1
866,TestControllerAgent_MissReward(Clone),1,4,12,3,0
866,TestTotalAgent_MissReward(Clone),0,3,18,4,1
867,TestControllerAgent_MissReward(Clone),0,1,9,4,1
867,TestTotalAgent_MissReward(Clone),1,4,12,1,0
868,TestControllerAgent_MissReward(Clone),1,4,22,2,0
868,TestTotalAgent_MissReward(Clone),0,2,24,4,1
869,TestControllerAgent_MissReward(Clone),1,4,50,1,0
869,TestTotalAgent_MissReward(Clone),0,1,61,4,1
870,TestControllerAgent_MissReward(Clone),1,4,20,0,0
870,TestTotalAgent_MissReward(Clone),0,0,26,4,1
871,TestControllerAgent_MissReward(Clone),1,4,11,1,0
871,TestTotalAgent_MissReward(Clone),0,1,14,4,1
872,TestControllerAgent_MissReward(Clone),1,4,35,1,0
872,TestTotalAgent_MissReward(Clone),0,1,55,4,1
873,TestControllerAgent_MissReward(Clone),0,3,9,4,1
873,TestTotalAgent_MissReward(Clone),1,4,8,3,0
874,TestControllerAgent_MissReward(Clone),1,4,8,2,0
874,TestTotalAgent_MissReward(Clone),0,2,12,4,1
875,TestControllerAgent_MissReward(Clone),1,4,18,0,0
875,TestTotalAgent_MissReward(Clone),0,0,21,4,1
876,TestControllerAgent_MissReward(Clone),1,4,23,2,0
876,TestTotalAgent_MissReward(Clone),0,2,25,4,1
877,TestControllerAgent_MissReward(Clone),0,3,14,4,1
877,TestTotalAgent_MissReward(Clone),1,4,13,3,0
878,TestControllerAgent_MissReward(Clone),0,1,11,4,1
878,TestTotalAgent_MissReward(Clone),1,4,31,1,0
879,TestControllerAgent_MissReward(Clone),1,4,67,1,0
879,TestTotalAgent_MissReward(Clone),0,1,83,4,1
880,TestControllerAgent_MissReward(Clone),0,2,8,4,1
880,TestTotalAgent_MissReward(Clone),1,4,7,2,0
881,TestControllerAgent_MissReward(Clone),1,4,6,0,0
881,TestTotalAgent_MissReward(Clone),0,0,8,4,1
882,TestControllerAgent_MissReward(Clone),1,4,3,0,0
882,TestTotalAgent_MissReward(Clone),0,0,14,4,1
883,TestControllerAgent_MissReward(Clone),0,1,14,4,1
883,TestTotalAgent_MissReward(Clone),1,4,12,1,0
884,TestControllerAgent_MissReward(Clone),0,3,46,4,1
884,TestTotalAgent_MissReward(Clone),1,4,47,3,0
885,TestControllerAgent_MissReward(Clone),1,4,7,0,0
885,TestTotalAgent_MissReward(Clone),0,0,9,4,1
886,TestControllerAgent_MissReward(Clone),1,4,20,3,0
886,TestTotalAgent_MissReward(Clone),0,3,20,4,1
887,TestControllerAgent_MissReward(Clone),1,4,2,1,0
887,TestTotalAgent_MissReward(Clone),0,1,5,4,1
888,TestControllerAgent_MissReward(Clone),1,4,11,0,0
888,TestTotalAgent_MissReward(Clone),0,0,15,4,1
889,TestControllerAgent_MissReward(Clone),0,1,32,4,1
889,TestTotalAgent_MissReward(Clone),1,4,38,1,0
890,TestControllerAgent_MissReward(Clone),0,2,7,4,1
890,TestTotalAgent_MissReward(Clone),1,4,13,2,0
891,TestControllerAgent_MissReward(Clone),1,4,12,0,0
891,TestTotalAgent_MissReward(Clone),0,0,14,4,1
892,TestControllerAgent_MissReward(Clone),1,4,10,0,0
892,TestTotalAgent_MissReward(Clone),0,0,14,4,1
893,TestControllerAgent_MissReward(Clone),1,4,81,0,0
893,TestTotalAgent_MissReward(Clone),0,0,93,4,1
894,TestControllerAgent_MissReward(Clone),1,4,12,0,0
894,TestTotalAgent_MissReward(Clone),0,0,16,4,1
895,TestControllerAgent_MissReward(Clone),0,2,12,4,1
895,TestTotalAgent_MissReward(Clone),1,4,12,2,0
896,TestControllerAgent_MissReward(Clone),0,1,9,4,1
896,TestTotalAgent_MissReward(Clone),1,4,22,1,0
897,TestControllerAgent_MissReward(Clone),0,3,38,4,1
897,TestTotalAgent_MissReward(Clone),1,4,52,3,0
898,TestControllerAgent_MissReward(Clone),1,4,8,3,0
898,TestTotalAgent_MissReward(Clone),0,3,25,4,1
899,TestControllerAgent_MissReward(Clone),1,4,3,1,0
899,TestTotalAgent_MissReward(Clone),0,1,6,4,1
900,TestControllerAgent_MissReward(Clone),1,4,4,0,0
900,TestTotalAgent_MissReward(Clone),0,0,7,4,1
901,TestControllerAgent_MissReward(Clone),1,4,6,1,0
901,TestTotalAgent_MissReward(Clone),0,1,9,4,1
902,TestControllerAgent_MissReward(Clone),1,4,15,0,0
902,TestTotalAgent_MissReward(Clone),0,0,18,4,1
903,TestControllerAgent_MissReward(Clone),1,4,29,0,0
903,TestTotalAgent_MissReward(Clone),0,0,37,4,1
904,TestControllerAgent_MissReward(Clone),0,1,8,4,1
904,TestTotalAgent_MissReward(Clone),1,4,6,1,0
905,TestControllerAgent_MissReward(Clone),1,4,5,3,0
905,TestTotalAgent_MissReward(Clone),0,3,5,4,1
906,TestControllerAgent_MissReward(Clone),1,4,10,3,0
906,TestTotalAgent_MissReward(Clone),0,3,10,4,1
907,TestControllerAgent_MissReward(Clone),0,2,27,4,1
907,TestTotalAgent_MissReward(Clone),1,4,28,2,0
908,TestControllerAgent_MissReward(Clone),0,1,16,4,1
908,TestTotalAgent_MissReward(Clone),1,4,12,1,0
909,TestControllerAgent_MissReward(Clone),1,4,4,2,0
909,TestTotalAgent_MissReward(Clone),0,2,5,4,1
910,TestControllerAgent_MissReward(Clone),0,1,108,0,0
910,TestTotalAgent_MissReward(Clone),0,0,115,1,0
911,TestControllerAgent_MissReward(Clone),1,4,5,0,0
911,TestTotalAgent_MissReward(Clone),0,0,8,4,1
912,TestControllerAgent_MissReward(Clone),1,4,12,2,0
912,TestTotalAgent_MissReward(Clone),0,2,15,4,1
913,TestControllerAgent_MissReward(Clone),0,2,5,4,1
913,TestTotalAgent_MissReward(Clone),1,4,4,2,0
914,TestControllerAgent_MissReward(Clone),0,2,13,4,1
914,TestTotalAgent_MissReward(Clone),1,4,14,2,0
915,TestControllerAgent_MissReward(Clone),0,3,13,4,1
915,TestTotalAgent_MissReward(Clone),1,4,11,3,0
916,TestControllerAgent_MissReward(Clone),1,4,4,3,0
916,TestTotalAgent_MissReward(Clone),0,3,4,4,1
917,TestControllerAgent_MissReward(Clone),1,4,6,0,0
917,TestTotalAgent_MissReward(Clone),0,0,10,4,1
918,TestControllerAgent_MissReward(Clone),1,4,6,3,0
918,TestTotalAgent_MissReward(Clone),0,3,6,4,1
919,TestControllerAgent_MissReward(Clone),1,4,6,3,0
919,TestTotalAgent_MissReward(Clone),0,3,7,4,1
920,TestControllerAgent_MissReward(Clone),0,1,0,4,1
920,TestTotalAgent_MissReward(Clone),1,4,7,1,0
921,TestControllerAgent_MissReward(Clone),1,4,15,2,0
921,TestTotalAgent_MissReward(Clone),0,2,16,4,1
922,TestControllerAgent_MissReward(Clone),1,4,12,1,0
922,TestTotalAgent_MissReward(Clone),0,1,18,4,1
923,TestControllerAgent_MissReward(Clone),1,4,35,3,0
923,TestTotalAgent_MissReward(Clone),0,3,36,4,1
924,TestControllerAgent_MissReward(Clone),1,4,12,2,0
924,TestTotalAgent_MissReward(Clone),0,2,20,4,1
925,TestControllerAgent_MissReward(Clone),1,4,1,0,0
925,TestTotalAgent_MissReward(Clone),0,0,6,4,1
926,TestControllerAgent_MissReward(Clone),1,4,3,1,0
926,TestTotalAgent_MissReward(Clone),0,1,6,4,1
927,TestControllerAgent_MissReward(Clone),0,3,5,4,1
927,TestTotalAgent_MissReward(Clone),1,4,5,3,0
928,TestControllerAgent_MissReward(Clone),1,4,6,2,0
928,TestTotalAgent_MissReward(Clone),0,2,7,4,1
929,TestControllerAgent_MissReward(Clone),1,4,7,0,0
929,TestTotalAgent_MissReward(Clone),0,0,11,4,1
930,TestControllerAgent_MissReward(Clone),1,4,13,0,0
930,TestTotalAgent_MissReward(Clone),0,0,16,4,1
